"abra_license"	"dcra_num"	"trade_name"	"abra_class"	"abra_endorsements"	"abra_status"	"dcra_status"	"category"	"dcra_start"	"dcra_exp"	"dcra_issue"	"address"	"city"	"state"	"zip"	"ward"	"anc"	"mpd_dist"	"lat"	"lng"
	"71103342"	"KFS FOOD INC."				"ACTIVE"	"Restaurant"	"2015-06-01T00:00:00.000Z"	"2017-05-31T00:00:00.000Z"	"2015-09-15T00:00:00.000Z"	"1123 PENNSYLVANIA AVENUE SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6B"	"FIRST"	"38.88209"	"-76.990711"
	"66003474"	"KHA INC"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"2455 18TH STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1C"	"THIRD"	"38.921888"	"-77.04212"
	"69010877"	"KHALID GROUP INC"				"ACTIVE"	"Restaurant"	"2015-11-01T00:00:00.000Z"	"2017-10-31T00:00:00.000Z"	"2015-12-23T00:00:00.000Z"	"1990 K STREET NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2B"	"SECOND"	"38.902185"	"-77.044548"
"ABRA-084082"	"71101853"	"KHAN'S"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-05-19T00:00:00.000Z"	"1125 H STREET NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6A"	"FIRST"	"38.900016"	"-76.990538"
"ABRA-060278"	"67001557"	"KHYBER PASS CORP"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-02-23T00:00:00.000Z"	"2309 CALVERT STREET NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3C"	"SECOND"	"38.923746"	"-77.050918"
"ABRA-092785"	"931313000234"	"Kilala Enterprises, LLC; Minoru Ogawa"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2015-04-01T00:00:00.000Z"	"2017-03-31T00:00:00.000Z"	"2015-04-08T00:00:00.000Z"	"325 PENNSYLVANIA AVENUE SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6B"	"FIRST"	"38.886437"	"-77.001232"
	"931312000195"	"KIM & MUN, INC."				"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2017-07-31T00:00:00.000Z"	"2015-07-31T00:00:00.000Z"	"1120 20TH STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2A"	"SECOND"	"38.904585"	"-77.045381"
	"931313000286"	"KIPP DC"				"ACTIVE"	"Restaurant"	"2015-08-01T00:00:00.000Z"	"2017-07-31T00:00:00.000Z"	"2015-07-31T00:00:00.000Z"	"1375 MOUNT OLIVET ROAD NE"	"WASHINGTON"	"DC"	"20002"	"5"	"5B"	"FIFTH"	"38.908074"	"-76.981136"
	"931311003448"	"KIPP DC"				"ACTIVE"	"Restaurant"	"2015-05-01T00:00:00.000Z"	"2017-04-30T00:00:00.000Z"	"2015-07-31T00:00:00.000Z"	"421 P STREET NW"	"WASHINGTON"	"DC"	"20001"	"6"	"2C"	"THIRD"	"38.909886"	"-77.018117"
	"70108857"	"KIPP DC BENNING ROAD"				"ACTIVE"	"Restaurant"	"2014-10-01T00:00:00.000Z"	"2016-09-30T00:00:00.000Z"	"2014-10-02T00:00:00.000Z"	"4801 BENNING ROAD SE"	"WASHINGTON"	"DC"	"20019"	"7"	"7A"	"SIXTH"	"38.882628"	"-76.934394"
	"67003118"	"KLR  INCORPORATED"				"ACTIVE"	"Restaurant"	"2015-06-01T00:00:00.000Z"	"2017-05-31T00:00:00.000Z"	"2015-06-01T00:00:00.000Z"	"4401 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.945759"	"-77.06396"
"ABRA-087344"	"50004124"	"KLYS, INC"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-11T00:00:00.000Z"	"1527 14TH STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"THIRD"	"38.910583"	"-77.031682"
"ABRA-087344"	"50004124"	"KLYS, INC"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-11T00:00:00.000Z"	"1527 14TH STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"THIRD"	"38.910583"	"-77.031682"
"ABRA-015015"	"39008603"	"KNIGHTS BRIDGE, INC."	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-06T00:00:00.000Z"	"701 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20004"	"2"	"6C"	"FIRST"	"38.894438"	"-77.02238"
"ABRA-093268"	"39008603"	"KNIGHTS BRIDGE, INC."	"D"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-06T00:00:00.000Z"	"701 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20004"	"2"	"6C"	"FIRST"	"38.894438"	"-77.02238"
"ABRA-015015"	"39008603"	"KNIGHTS BRIDGE, INC."	"C"		"Active"	"READY TO BATCH PRINT"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-05T00:00:00.000Z"	"701 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20004"	"2"	"6C"	"FIRST"	"38.894438"	"-77.02238"
"ABRA-093268"	"39008603"	"KNIGHTS BRIDGE, INC."	"D"		"Active"	"READY TO BATCH PRINT"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-05T00:00:00.000Z"	"701 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20004"	"2"	"6C"	"FIRST"	"38.894438"	"-77.02238"
"ABRA-077567"	"68007862"	"KNZ LLC T/A NEXT DOOR"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2014-12-01T00:00:00.000Z"	"2016-11-30T00:00:00.000Z"	"2014-11-26T00:00:00.000Z"	"1211 U STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1B"	"THIRD"	"38.917321"	"-77.028693"
	"39506974"	"KOGIBOW CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"1817 ADAMS MILL ROAD NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1C"	"THIRD"	"38.923306"	"-77.042651"
	"39506974"	"KOGIBOW CORPORATION"				"READY TO BATCH PRINT"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-31T00:00:00.000Z"	"1817 ADAMS MILL ROAD NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1C"	"THIRD"	"38.923306"	"-77.042651"
"ABRA-089933"	"931312000170"	"KOKEB ETHIOPIAN RESTAURANT, LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-03-02T00:00:00.000Z"	"3013 GEORGIA AVENUE NW"	"WASHINGTON"	"DC"	"20001"	"1"	"1A"	"THIRD"	"38.928609"	"-77.022942"
"ABRA-082062"	"69004053"	"KOOKOOVAYA INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-05-01T00:00:00.000Z"	"2017-04-30T00:00:00.000Z"	"2015-05-09T00:00:00.000Z"	"305 PENNSYLVANIA AVENUE SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6B"	"FIRST"	"38.886648"	"-77.001755"
	"64001144"	"KOWLOON RESTAURANT"				"ACTIVE"	"Restaurant"	"2014-08-01T00:00:00.000Z"	"2016-07-31T00:00:00.000Z"	"2014-07-16T00:00:00.000Z"	"410 61ST STREET NE"	"WASHINGTON"	"DC"	"20019"	"7"	"7C"	"SIXTH"	"38.894945"	"-76.914038"
	"64001144"	"KOWLOON RESTAURANT"				"READY TO RENEW"	"Restaurant"	"2014-08-01T00:00:00.000Z"	"2016-07-31T00:00:00.000Z"	"2016-05-06T00:00:00.000Z"	"410 61ST STREET NE"	"WASHINGTON"	"DC"	"20019"	"7"	"7C"	"SIXTH"	"38.894945"	"-76.914038"
"ABRA-011919"	"65990006"	"KRAMERBOOKS AND AFTERWORDS, INC."	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"1517 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.910818"	"-77.043816"
	"69009845"	"KRISPY KREME DOUGHNUT CORPORATION"				"ACTIVE"	"Restaurant"	"2015-10-01T00:00:00.000Z"	"2017-09-30T00:00:00.000Z"	"2015-09-17T00:00:00.000Z"	"1350 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.908305"	"-77.043079"
"ABRA-091608"	"931314000121"	"KRUNG-THEP WASHINGTON LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-03-01T00:00:00.000Z"	"2018-02-28T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"2101 L STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2A"	"SECOND"	"38.904003"	"-77.04688"
"ABRA-092362"	"931314000121"	"KRUNG-THEP WASHINGTON LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-03-01T00:00:00.000Z"	"2018-02-28T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"2101 L STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2A"	"SECOND"	"38.904003"	"-77.04688"
"ABRA-091608"	"931314000121"	"KRUNG-THEP WASHINGTON LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-03-01T00:00:00.000Z"	"2018-02-28T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"2101 L STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2A"	"SECOND"	"38.904003"	"-77.04688"
"ABRA-092362"	"931314000121"	"KRUNG-THEP WASHINGTON LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-03-01T00:00:00.000Z"	"2018-02-28T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"2101 L STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2A"	"SECOND"	"38.904003"	"-77.04688"
"ABRA-060654"	"67003715"	"KSH COMPANY"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-07-01T00:00:00.000Z"	"2017-06-30T00:00:00.000Z"	"2015-06-24T00:00:00.000Z"	"101 CONSTITUTION AVENUE NW"	"WASHINGTON"	"DC"	"20001"	"6"	"6C"	"FIRST"	"38.892786"	"-77.013067"
"ABRA-075875"	"67003987"	"KU-WASHINGTON CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-07-01T00:00:00.000Z"	"2017-06-30T00:00:00.000Z"	"2015-05-12T00:00:00.000Z"	"1814 K STREET NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2B"	"SECOND"	"38.902224"	"-77.042574"
	"931316000108"	"KYIRISAN"				"ACTIVE"	"Restaurant"	"2016-03-01T00:00:00.000Z"	"2018-02-28T00:00:00.000Z"	"2016-03-14T00:00:00.000Z"	"1924 8TH STREET NW"	"WASHINGTON"	"DC"	"20001"	"1"	"1B"	"THIRD"	"38.916539"	"-77.023213"
	"931316000108"	"KYIRISAN"				"ACTIVE"	"Restaurant"	"2016-03-01T00:00:00.000Z"	"2018-02-28T00:00:00.000Z"	"2016-03-14T00:00:00.000Z"	"1924 8TH STREET NW"	"WASHINGTON"	"DC"	"20001"	"1"	"1B"	"THIRD"	"38.916539"	"-77.023213"
"ABRA-077708"	"68006107"	"L WISDOM CORPORATION T/ A WISDOM"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2014-09-01T00:00:00.000Z"	"2016-08-31T00:00:00.000Z"	"2014-07-12T00:00:00.000Z"	"1432 PENNSYLVANIA AVENUE SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6B"	"FIRST"	"38.880099"	"-76.984124"
"ABRA-016838"	"68000751"	"L'AZIATIQUE, INC. T/A AOI JAPANESE RESTAURANT"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-02-01T00:00:00.000Z"	"2018-01-31T00:00:00.000Z"	"2016-01-15T00:00:00.000Z"	"1100 NEW YORK AVENUE NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"FIRST"	"38.900669"	"-77.027444"
"ABRA-021540"	"68000751"	"L'AZIATIQUE, INC. T/A AOI JAPANESE RESTAURANT"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-02-01T00:00:00.000Z"	"2018-01-31T00:00:00.000Z"	"2016-01-15T00:00:00.000Z"	"1100 NEW YORK AVENUE NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"FIRST"	"38.900669"	"-77.027444"
"ABRA-060525"	"68000751"	"L'AZIATIQUE, INC. T/A AOI JAPANESE RESTAURANT"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-02-01T00:00:00.000Z"	"2018-01-31T00:00:00.000Z"	"2016-01-15T00:00:00.000Z"	"1100 NEW YORK AVENUE NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"FIRST"	"38.900669"	"-77.027444"
"ABRA-076380"	"68000751"	"L'AZIATIQUE, INC. T/A AOI JAPANESE RESTAURANT"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-02-01T00:00:00.000Z"	"2018-01-31T00:00:00.000Z"	"2016-01-15T00:00:00.000Z"	"1100 NEW YORK AVENUE NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"FIRST"	"38.900669"	"-77.027444"
"ABRA-082329"	"68000751"	"L'AZIATIQUE, INC. T/A AOI JAPANESE RESTAURANT"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-02-01T00:00:00.000Z"	"2018-01-31T00:00:00.000Z"	"2016-01-15T00:00:00.000Z"	"1100 NEW YORK AVENUE NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"FIRST"	"38.900669"	"-77.027444"
"ABRA-060658"	"53001690"	"L'ENFANT ENTERPRISES,LLC."	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-25T00:00:00.000Z"	"2000 18TH STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1C"	"THIRD"	"38.917122"	"-77.041898"
"ABRA-097653"	"931315000222"	"L'HOMMAGE BISTRO FRANCAIS"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-08-01T00:00:00.000Z"	"2017-07-31T00:00:00.000Z"	"2015-08-13T00:00:00.000Z"	"450 K STREET NW"	"WASHINGTON"	"DC"	"20001"	"6"	"6C"	"FIRST"	"38.902275"	"-77.017966"
"ABRA-074849"	"68003242"	"LA CABANA RESTAURANTE"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-05-06T00:00:00.000Z"	"3614 14TH STREET NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1A"	"FOURTH"	"38.936778"	"-77.033094"
"ABRA-096458"	"931315000027"	"LA CUCINA BIOLOGICA LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2014-10-01T00:00:00.000Z"	"2016-09-30T00:00:00.000Z"	"2014-10-28T00:00:00.000Z"	"3321 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3C"	"SECOND"	"38.934166"	"-77.057235"
"ABRA-060371"	"931313000221"	"LA DULCE NOCHE"	"C"		"Safekeeping"	"ACTIVE"	"Restaurant"	"2015-05-01T00:00:00.000Z"	"2017-04-30T00:00:00.000Z"	"2015-04-05T00:00:00.000Z"	"3566 14TH STREET NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1A"	"FOURTH"	"38.936184"	"-77.033019"
"ABRA-092426"	"931313000221"	"LA DULCE NOCHE"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-05-01T00:00:00.000Z"	"2017-04-30T00:00:00.000Z"	"2015-04-05T00:00:00.000Z"	"3566 14TH STREET NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1A"	"FOURTH"	"38.936184"	"-77.033019"
"ABRA-008658"	"50005272"	"LA FOURCHETTE INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-22T00:00:00.000Z"	"2429 18TH STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1C"	"THIRD"	"38.921283"	"-77.041912"
"ABRA-008658"	"50005272"	"LA FOURCHETTE INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-22T00:00:00.000Z"	"2429 18TH STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1C"	"THIRD"	"38.921283"	"-77.041912"
"ABRA-099181"	"931315000148"	"LA GRAN VILLA"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2015-04-01T00:00:00.000Z"	"2017-03-31T00:00:00.000Z"	"2015-05-09T00:00:00.000Z"	"3475 14TH STREET NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1A"	"FOURTH"	"38.934415"	"-77.032436"
"ABRA-090204"	"931312000320"	"LA KAZBAH"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2014-08-01T00:00:00.000Z"	"2016-07-31T00:00:00.000Z"	"2014-07-24T00:00:00.000Z"	"2147 P STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2B"	"SECOND"	"38.909817"	"-77.048181"
"ABRA-090204"	"931312000320"	"LA KAZBAH"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-08-01T00:00:00.000Z"	"2016-07-31T00:00:00.000Z"	"2016-05-06T00:00:00.000Z"	"2147 P STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2B"	"SECOND"	"38.909817"	"-77.048181"
"ABRA-026051"	"39807222"	"LA LOMA INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-29T00:00:00.000Z"	"316 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.894524"	"-77.00108"
"ABRA-016357"	"39106579"	"LA LOMITA INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-05-03T00:00:00.000Z"	"1330 PENNSYLVANIA AVENUE SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6B"	"FIRST"	"38.881084"	"-76.986677"
"ABRA-086595"	"69003346"	"LA MORENITA RESTAURANT LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-05-01T00:00:00.000Z"	"2017-04-30T00:00:00.000Z"	"2015-09-21T00:00:00.000Z"	"3539 GEORGIA AVENUE NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1A"	"FOURTH"	"38.933891"	"-77.023702"
"ABRA-093706"	"931314000035"	"LA PIQUETTE LLC"	"C"		"ACTIVE"	"ACTIVE"	"Restaurant"	"2015-11-01T00:00:00.000Z"	"2017-10-31T00:00:00.000Z"	"2015-10-23T00:00:00.000Z"	"3712 MACOMB STREET NW"					"NONE"		"0"	"0"
"ABRA-013218"	"66990047"	"LA TABERNA DEL ALABARDERO INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-23T00:00:00.000Z"	"1776 I STREET NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2B"	"SECOND"	"38.901091"	"-77.041363"
"ABRA-013218"	"66990047"	"LA TABERNA DEL ALABARDERO INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-23T00:00:00.000Z"	"1776 I STREET NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2B"	"SECOND"	"38.901091"	"-77.041363"
"ABRA-060735"	"53006013"	"LA TASCA INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"722 7TH STREET NW"	"WASHINGTON"	"DC"	"20001"	"2"	"2C"	"FIRST"	"38.899265"	"-77.022215"
"ABRA-080975"	"69000117"	"LA TRATTORIA LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-01-01T00:00:00.000Z"	"2016-12-31T00:00:00.000Z"	"2014-12-01T00:00:00.000Z"	"915 15TH STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"SECOND"	"38.901842"	"-77.033303"
"ABRA-094826"	"931315000085"	"LA VILLA RESTAURANTE INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-02-01T00:00:00.000Z"	"2017-01-31T00:00:00.000Z"	"2015-02-05T00:00:00.000Z"	"6115 GEORGIA AVENUE NW"	"WASHINGTON"	"DC"	"20011"	"4"	"4B"	"FOURTH"	"38.964276"	"-77.027481"
	"931314000091"	"LADY CAMELLIA"				"ACTIVE"	"Restaurant"	"2016-02-01T00:00:00.000Z"	"2018-01-31T00:00:00.000Z"	"2016-02-22T00:00:00.000Z"	"3261 PROSPECT STREET NW"	"WASHINGTON"	"DC"	"20007"	"2"	"2E"	"SECOND"	"38.906122"	"-77.064916"
"ABRA-023745"	"39603132"	"LALIBELA INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-29T00:00:00.000Z"	"1415 14TH STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"THIRD"	"38.90949"	"-77.031702"
"ABRA-088557"	"931314000163"	"LALIGURAS DC LLC"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-02-29T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-089590"	"931314000163"	"LALIGURAS DC LLC"	"B"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-02-29T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-091895"	"931314000163"	"LALIGURAS DC LLC"	"B"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-02-29T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-092190"	"931314000163"	"LALIGURAS DC LLC"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-02-29T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-092599"	"931314000163"	"LALIGURAS DC LLC"	"B"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-02-29T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-094230"	"931314000163"	"LALIGURAS DC LLC"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-02-29T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-095042"	"931314000163"	"LALIGURAS DC LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-02-29T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-095361"	"931314000163"	"LALIGURAS DC LLC"	"B"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-02-29T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-098113"	"931314000163"	"LALIGURAS DC LLC"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-02-29T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-098591"	"931314000163"	"LALIGURAS DC LLC"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-02-29T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-098971"	"931314000163"	"LALIGURAS DC LLC"	"B"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-02-29T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
	"931315000129"	"LAMIN LLC"				"ACTIVE"	"Restaurant"	"2015-04-01T00:00:00.000Z"	"2017-03-31T00:00:00.000Z"	"2015-04-01T00:00:00.000Z"	"2816 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20007"	"2"	"2E"	"SECOND"	"38.904922"	"-77.057634"
"ABRA-096192"	"931315000151"	"LANDRY'S LICENSING DEPARTMENT"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-04-01T00:00:00.000Z"	"2017-03-31T00:00:00.000Z"	"2015-04-30T00:00:00.000Z"	"600 13TH STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"FIRST"	"38.897841"	"-77.029869"
"ABRA-060614"	"53000422"	"LAPLAZA INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-28T00:00:00.000Z"	"629 PENNSYLVANIA AVENUE SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6B"	"FIRST"	"38.884799"	"-76.997482"
